testAssignIDsToObjects(): 398
testUseCaseIDs(): 139
checkAssignIDToObject(Object, boolean, boolean): 16
org.argouml.model.MockModelImplementation: 932
MockModelImplementation: 910
MockModelImplementation(): 136
createFoundationControls(): 84
createBehaviorControls(): 140
createKindControls(): 112
getLatest(): 5
reset(): 4
replay(): 4
verify(): 4
getFacade(): 12
getFacadeControl(): 0
getDiagramInterchangeModel(): 12
getModelEventPump(): 12
getActivityGraphsFactory(): 12
getActivityGraphsHelper(): 12
getActivityGraphsHelperControl(): 0
getCollaborationsFactory(): 12
getCollaborationsHelper(): 12
getCommonBehaviorFactory(): 12
getCommonBehaviorHelper(): 12
getCoreFactory(): 12
getCoreHelper(): 12
getCoreHelperControl(): 0
getDataTypesFactory(): 12
getDataTypesHelper(): 12
getExtensionMechanismsFactory(): 12
getExtensionMechanismsHelper(): 12
getModelManagementFactory(): 12
getModelManagementHelper(): 12
getStateMachinesFactory(): 12
getStateMachinesHelper(): 12
getUmlFactory(): 12
getUmlHelper(): 12
getUseCasesFactory(): 12
getUseCasesHelper(): 12
getMetaTypes(): 12
getChangeableKind(): 12
getAggregationKind(): 12
getPseudostateKind(): 12
getScopeKind(): 12
getConcurrencyKind(): 12
getDirectionKind(): 12
getOrderingKind(): 12
getVisibilityKind(): 12
getXmiReader(): 12
getXmiWriter(Object, Writer, String): 12
