18.0,49.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,63.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,69.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,71.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,64.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,68.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,21.0,124.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
